DOC1 1,1:0.0699915
DOC4847 1,1:0.0703398
DOC4848 1,1:0.0818368
DOC4849 1,1:0.0758827
DOC4850 1,1:0.0747697
DOC4851 1,1:0.0857278
DOC4852 1,1:0.0770064
DOC4853 1,1:0.0933482
DOC4854 1,1:0.0838683
DOC4855 1,1:0.0785734
DOC4856 1,1:0.07662
DOC4857 1,1:0.078772
DOC4858 1,1:0.0841875
DOC4859 1,1:0.083681
DOC4860 1,1:0.0837929
DOC4861 1,1:0.0784497
DOC4862 1,1:0.0769562
DOC4863 1,1:0.0854739
DOC4864 1,1:0.0745129
DOC4865 1,1:0.0818275
DOC4866 1,1:0.0757247
DOC4867 1,1:0.0737654
DOC4868 1,1:0.0712066
DOC4869 1,1:0.0733594
DOC4870 1,1:0.0848076
DOC4871 1,1:0.0873816
DOC4872 1,1:0.0754158
DOC4873 1,1:0.07931
DOC4874 1,1:0.0861602
DOC4875 1,1:0.0780971
DOC4876 1,1:0.0872167
DOC4877 1,1:0.0780865
DOC4878 1,1:0.0821326
DOC4879 1,1:0.0797855
DOC4880 1,1:0.0955584
DOC4881 1,1:0.0798693
DOC4882 1,1:0.0774397
DOC4883 1,1:0.0907711
DOC4884 1,1:0.0772893
DOC4885 1,1:0.0687659
DOC4886 1,1:0.0861505
DOC4887 1,1:0.0731162
DOC4888 1,1:0.0753107
DOC4889 1,1:0.0820221
DOC4890 1,1:0.0783424
DOC4891 1,1:0.0822798
DOC4892 1,1:0.0747201
DOC4893 1,1:0.0946403
DOC4894 1,1:0.0730763
DOC4895 1,1:0.0837493
DOC4896 1,1:0.0900399
DOC4897 1,1:0.0907287
DOC4898 1,1:0.0800088
DOC4899 1,1:0.0800475
DOC4900 1,1:0.0706115
DOC4901 1,1:0.0862056
DOC4902 1,1:0.088153
DOC4903 1,1:0.0717689
DOC4904 1,1:0.0770549
DOC4905 1,1:0.0824844
DOC4906 1,1:0.0880719
DOC4907 1,1:0.0818875
DOC4908 1,1:0.0817185
DOC4909 1,1:0.0640084
DOC4910 1,1:0.0781786
DOC4911 1,1:0.0842895
DOC4912 1,1:0.0635543
DOC4913 1,1:0.0788104
DOC4914 1,1:0.0645309
DOC4915 1,1:0.0832196
DOC4916 1,1:0.0901635
DOC4917 1,1:0.0764361
DOC4918 1,1:0.0840284
DOC4919 1,1:0.102414
DOC4920 1,1:0.087228
DOC4921 1,1:0.0741221
DOC4922 1,1:0.0686067
DOC4923 1,1:0.0874126
DOC4924 1,1:0.0723136
DOC4925 1,1:0.0869945
DOC4926 1,1:0.0827817
DOC4927 1,1:0.0750862
DOC4928 1,1:0.0795016
DOC4929 1,1:0.0715217
DOC4930 1,1:0.07215
DOC4931 1,1:0.089659
DOC4932 1,1:0.0796654
DOC4933 1,1:0.0847252
DOC4934 1,1:0.090902
DOC4935 1,1:0.0867683
DOC4936 1,1:0.0905911
DOC4937 1,1:0.0785491
DOC4938 1,1:0.0818783
DOC4939 1,1:0.0783472
DOC4940 1,1:0.0815463
DOC4941 1,1:0.0863075
DOC4942 1,1:0.082665
DOC4943 1,1:0.0876168
DOC4944 1,1:0.084741
DOC4945 1,1:0.0787355
DOC4946 1,1:0.0885212
DOC4947 1,1:0.0738334
DOC4948 1,1:0.0727218
DOC4949 1,1:0.0831441
DOC4950 1,1:0.0819263
DOC4951 1,1:0.0833993
DOC4952 1,1:0.0712357
DOC4953 1,1:0.081545
DOC4954 1,1:0.0915692
DOC4955 1,1:0.0789243
DOC4956 1,1:0.088492
DOC4957 1,1:0.074273
DOC4958 1,1:0.0734745
DOC4959 1,1:0.076972
DOC4960 1,1:0.0929338
DOC4961 1,1:0.0837226
DOC4962 1,1:0.070652
DOC4963 1,1:0.0763514
DOC4964 1,1:0.0774921
DOC4965 1,1:0.0897734
DOC4966 1,1:0.0783245
DOC4967 1,1:0.0805115
DOC4968 1,1:0.0762374
DOC4969 1,1:0.0723742
DOC4970 1,1:0.0781342
DOC4971 1,1:0.0835243
DOC4972 1,1:0.0806588
DOC4973 1,1:0.0669654
DOC4974 1,1:0.0888559
DOC4975 1,1:0.0928578
DOC4976 1,1:0.0842549
DOC4977 1,1:0.0938485
DOC4978 1,1:0.0884241
DOC4979 1,1:0.0758124
DOC4980 1,1:0.076374
DOC4981 1,1:0.0997714
DOC4982 1,1:0.087132
DOC4983 1,1:0.0748994
DOC4984 1,1:0.0813782
DOC4985 1,1:0.0638223
DOC4986 1,1:0.0777659
DOC4987 1,1:0.0732734
DOC4988 1,1:0.0661064
DOC4989 1,1:0.0751716
DOC4990 1,1:0.0808439
DOC4991 1,1:0.0777891
DOC4992 1,1:0.0758337
DOC4993 1,1:0.0907265
DOC4994 1,1:0.0768688
DOC4995 1,1:0.0818164
DOC4996 1,1:0.0729978
DOC4997 1,1:0.0839889
DOC4998 1,1:0.0685597
DOC4999 1,1:0.0754929
DOC5000 1,1:0.0840873
DOC5001 1,1:0.0735666
DOC5002 1,1:0.0739337
DOC5003 1,1:0.0748841
DOC5004 1,1:0.0748631
DOC5005 1,1:0.0692294
DOC5006 1,1:0.0733689
DOC5007 1,1:0.078863
DOC5008 1,1:0.0792207
DOC5009 1,1:0.0744072
DOC5010 1,1:0.0923868
DOC5011 1,1:0.080254
DOC5012 1,1:0.0794334
DOC5013 1,1:0.079526
DOC5014 1,1:0.0788744
DOC5015 1,1:0.0784931
DOC5016 1,1:0.0801885
DOC5017 1,1:0.0940067
DOC5018 1,1:0.0850475
DOC5019 1,1:0.0827631
DOC5020 1,1:0.0902027
DOC5021 1,1:0.0731688
DOC5022 1,1:0.0885232
DOC5023 1,1:0.0699816
DOC5024 1,1:0.076762
DOC5025 1,1:0.0887048
DOC5026 1,1:0.0853824
DOC5027 1,1:0.066641
DOC5028 1,1:0.0878862
DOC5029 1,1:0.0787754
DOC5030 1,1:0.090328
DOC5031 1,1:0.0791032
DOC5032 1,1:0.0675417
DOC5033 1,1:0.0814648
DOC5034 1,1:0.0757101
DOC5035 1,1:0.0821892
DOC5036 1,1:0.0852377
DOC5037 1,1:0.0726651
DOC5038 1,1:0.0886092
DOC5039 1,1:0.0861134
DOC5040 1,1:0.0799824
DOC5041 1,1:0.0851214
DOC5042 1,1:0.0690281
DOC5043 1,1:0.0723584
DOC5044 1,1:0.0779343
DOC5045 1,1:0.0695182
DOC5046 1,1:0.072063
DOC5047 1,1:0.0954145
DOC5048 1,1:0.0724824
DOC5049 1,1:0.0818167
DOC5050 1,1:0.0797042
DOC5051 1,1:0.0890187
DOC5052 1,1:0.0818249
DOC5053 1,1:0.0756452
DOC5054 1,1:0.0868239
DOC5055 1,1:0.0717532
DOC5056 1,1:0.0803672
DOC5057 1,1:0.0795792
DOC5058 1,1:0.0898015
DOC5059 1,1:0.0721155
DOC5060 1,1:0.087203
DOC5061 1,1:0.0674705
DOC5062 1,1:0.0826636
DOC5063 1,1:0.0740672
DOC5064 1,1:0.0744757
DOC5065 1,1:0.0735504
DOC5066 1,1:0.0730558
DOC5067 1,1:0.0836075
DOC5068 1,1:0.0731957
DOC5069 1,1:0.0950771
DOC5070 1,1:0.0731949
DOC5071 1,1:0.094054
DOC5072 1,1:0.0690058
DOC5073 1,1:0.0764232
DOC5074 1,1:0.0780377
DOC5075 1,1:0.0839843
DOC5076 1,1:0.098838
DOC5077 1,1:0.0673617
DOC5078 1,1:0.079984
DOC5079 1,1:0.0790508
DOC5080 1,1:0.0756572
DOC5081 1,1:0.0807987
DOC5082 1,1:0.0884251
DOC5083 1,1:0.0872587
DOC5084 1,1:0.0782751
DOC5085 1,1:0.0768187
DOC5086 1,1:0.083157
DOC5087 1,1:0.0875784
DOC5088 1,1:0.079762
DOC5089 1,1:0.0855955
DOC5090 1,1:0.0858759
DOC5091 1,1:0.0757764
DOC5092 1,1:0.095027
DOC5093 1,1:0.0724117
DOC5094 1,1:0.0827438
DOC5095 1,1:0.074165
DOC5096 1,1:0.0801834
DOC5097 1,1:0.0683585
DOC5098 1,1:0.0683332
DOC5099 1,1:0.0713486
DOC5100 1,1:0.0668719
DOC5101 1,1:0.0919767
DOC5102 1,1:0.0809641
DOC5103 1,1:0.0711604
DOC5104 1,1:0.0724351
DOC5105 1,1:0.076755
DOC5106 1,1:0.0790346
DOC5107 1,1:0.0826341
DOC5108 1,1:0.0839373
DOC5109 1,1:0.0880904
DOC5110 1,1:0.0780124
DOC5111 1,1:0.0718425
DOC5112 1,1:0.0782729
DOC5113 1,1:0.0820325
DOC5114 1,1:0.0768353
DOC5115 1,1:0.0780001
DOC5116 1,1:0.084696
DOC5117 1,1:0.0857496
DOC5118 1,1:0.0731246
DOC5119 1,1:0.0748221
DOC5120 1,1:0.0714541
DOC5121 1,1:0.0710448
DOC5122 1,1:0.0610248
DOC5123 1,1:0.0764715
DOC5124 1,1:0.0763409
DOC5125 1,1:0.0780202
DOC5126 1,1:0.0863694
DOC5127 1,1:0.0696057
DOC5128 1,1:0.0950491
DOC5129 1,1:0.078832
DOC5130 1,1:0.0795441
DOC5131 1,1:0.0755525
DOC5132 1,1:0.0763633
DOC5133 1,1:0.0771782
DOC5134 1,1:0.0787777
DOC5135 1,1:0.0775166
DOC5136 1,1:0.0797291
DOC5137 1,1:0.0795635
DOC5138 1,1:0.0760719
DOC5139 1,1:0.092
DOC5140 1,1:0.0730465
DOC5141 1,1:0.0746551
DOC5142 1,1:0.0728801
DOC5143 1,1:0.0755987
DOC5144 1,1:0.082419
DOC5145 1,1:0.0765056
DOC5146 1,1:0.0808288
DOC5147 1,1:0.0746591
DOC5148 1,1:0.0802793
DOC5149 1,1:0.0862307
DOC5150 1,1:0.085811
DOC5151 1,1:0.0839483
DOC5152 1,1:0.0865971
DOC5153 1,1:0.0786606
DOC5154 1,1:0.0765299
DOC5155 1,1:0.0818233
DOC5156 1,1:0.0818104
DOC5157 1,1:0.0736446
DOC5158 1,1:0.0686259
DOC5159 1,1:0.0698825
DOC5160 1,1:0.0854324
DOC5161 1,1:0.0713011
DOC5162 1,1:0.0825057
DOC5163 1,1:0.0811418
DOC5164 1,1:0.0831116
DOC5165 1,1:0.0811686
DOC5166 1,1:0.0728944
DOC5167 1,1:0.0798595
DOC5168 1,1:0.0651865
DOC5169 1,1:0.065295
DOC5170 1,1:0.078458
DOC5171 1,1:0.084652
DOC5172 1,1:0.0715609
DOC5173 1,1:0.0904502
DOC5174 1,1:0.0779276
DOC5175 1,1:0.0745024
DOC5176 1,1:0.0887459
DOC5177 1,1:0.0829377
DOC5178 1,1:0.0928789
DOC5179 1,1:0.0771388
DOC5180 1,1:0.0915677
DOC5181 1,1:0.0746505
DOC5182 1,1:0.0868765
DOC5183 1,1:0.0888762
DOC5184 1,1:0.0873904
DOC5185 1,1:0.0709118
DOC5186 1,1:0.0781904
DOC5187 1,1:0.0810923
DOC5188 1,1:0.0805289
DOC5189 1,1:0.0850025
DOC5190 1,1:0.0881204
DOC5191 1,1:0.0925898
DOC5192 1,1:0.0774815
DOC5193 1,1:0.0839239
DOC5194 1,1:0.0804659
DOC5195 1,1:0.0943145
DOC5196 1,1:0.0680318
DOC5197 1,1:0.0888433
DOC5198 1,1:0.0746223
DOC5199 1,1:0.0823807
DOC5200 1,1:0.0684875
DOC5201 1,1:0.0752035
DOC5202 1,1:0.0703158
DOC5203 1,1:0.0692133
DOC5204 1,1:0.0801511
DOC5205 1,1:0.0831737
DOC5206 1,1:0.0818193
DOC5207 1,1:0.0727632
DOC5208 1,1:0.0812682
DOC5209 1,1:0.0800266
DOC5210 1,1:0.0714132
DOC5211 1,1:0.0765491
DOC5212 1,1:0.0798888
DOC5213 1,1:0.0779184
DOC5214 1,1:0.0794064
DOC5215 1,1:0.0777087
DOC5216 1,1:0.0714308
DOC5217 1,1:0.0758921
DOC5218 1,1:0.0666483
DOC5219 1,1:0.0639477
DOC5220 1,1:0.0824544
DOC5221 1,1:0.0833444
DOC5222 1,1:0.0810526
DOC5223 1,1:0.0798123
DOC5224 1,1:0.0739146
DOC5225 1,1:0.0829719
DOC5226 1,1:0.0725472
DOC5227 1,1:0.0767741
DOC5228 1,1:0.075867
DOC5229 1,1:0.0782593
DOC5230 1,1:0.0785061
DOC5231 1,1:0.0780146
DOC5232 1,1:0.0850969
DOC5233 1,1:0.081665
DOC5234 1,1:0.0779706
DOC5235 1,1:0.0886543
DOC5236 1,1:0.0810797
DOC5237 1,1:0.0812001
DOC5238 1,1:0.0754955
DOC5239 1,1:0.077353
DOC5240 1,1:0.0753642
DOC5241 1,1:0.0748271
DOC5242 1,1:0.0803881
DOC5243 1,1:0.0710762
DOC5244 1,1:0.078819
DOC5245 1,1:0.0760351
DOC5246 1,1:0.0921372
DOC5247 1,1:0.0797633
DOC5248 1,1:0.0845888
DOC5249 1,1:0.0727694
DOC5250 1,1:0.0846912
DOC5251 1,1:0.0822622
DOC5252 1,1:0.0716396
DOC5253 1,1:0.0770308
DOC5254 1,1:0.0899568
DOC5255 1,1:0.076165
DOC5256 1,1:0.0744142
DOC5257 1,1:0.0816903
DOC5258 1,1:0.0826656
DOC5259 1,1:0.0648356
DOC5260 1,1:0.0832465
DOC5261 1,1:0.0737994
DOC5262 1,1:0.0802197
DOC5263 1,1:0.0767421
DOC5264 1,1:0.0782606
DOC5265 1,1:0.0758408
DOC5266 1,1:0.0810803
DOC5267 1,1:0.0867069
DOC5268 1,1:0.0833912
DOC5269 1,1:0.084348
DOC5270 1,1:0.0834742
DOC5271 1,1:0.0887542
DOC5272 1,1:0.0858329
DOC5273 1,1:0.0685299
DOC5274 1,1:0.0781147
DOC5275 1,1:0.0900967
DOC5276 1,1:0.0767327
DOC5277 1,1:0.0818637
DOC5278 1,1:0.0821886
DOC5279 1,1:0.0658894
DOC5280 1,1:0.0838597
DOC5281 1,1:0.0744577
DOC5282 1,1:0.077547
DOC5283 1,1:0.0662623
DOC5284 1,1:0.0896059
DOC5285 1,1:0.0730326
DOC5286 1,1:0.0896995
DOC5287 1,1:0.0942838
DOC5288 1,1:0.0750354
DOC5289 1,1:0.0803793
DOC5290 1,1:0.0741655
DOC5291 1,1:0.0767564
DOC5292 1,1:0.0786236
DOC5293 1,1:0.0686335
DOC5294 1,1:0.0790031
DOC5295 1,1:0.0800519
DOC5296 1,1:0.0697302
DOC5297 1,1:0.0959336
DOC5298 1,1:0.0877294
DOC5299 1,1:0.0838203
DOC5300 1,1:0.0782688
DOC5301 1,1:0.0853752
DOC5302 1,1:0.0904627
DOC5303 1,1:0.0704498
DOC5304 1,1:0.0803376
DOC5305 1,1:0.0737774
DOC5306 1,1:0.0714565
DOC5307 1,1:0.0722327
DOC5308 1,1:0.080763
DOC5309 1,1:0.0792767
DOC5310 1,1:0.0931481
DOC5311 1,1:0.0767562
DOC5312 1,1:0.0813831
DOC5313 1,1:0.0722197
DOC5314 1,1:0.0810337
DOC5315 1,1:0.0839849
DOC5316 1,1:0.0726758
DOC5317 1,1:0.0892271
DOC5318 1,1:0.0786961
DOC5319 1,1:0.0622699
DOC5320 1,1:0.0867194
DOC5321 1,1:0.0696762
DOC5322 1,1:0.0877688
DOC5323 1,1:0.0884723
DOC5324 1,1:0.0890975
DOC5325 1,1:0.0813327
DOC5326 1,1:0.0838265
DOC5327 1,1:0.0944284
DOC5328 1,1:0.0890686
DOC5329 1,1:0.0785113
DOC5330 1,1:0.0826695
DOC5331 1,1:0.0789764
DOC5332 1,1:0.090447
DOC5333 1,1:0.084549
DOC5334 1,1:0.0817233
DOC5335 1,1:0.0832146
DOC5336 1,1:0.0842388
DOC5337 1,1:0.0800268
DOC5338 1,1:0.0696104
DOC5339 1,1:0.0803826
DOC5340 1,1:0.0768627
DOC5341 1,1:0.0732753
DOC5342 1,1:0.0743183
DOC5343 1,1:0.0641352
DOC5344 1,1:0.0914372
DOC5345 1,1:0.0855896
DOC5346 1,1:0.0844077
DOC5347 1,1:0.0795014
DOC5348 1,1:0.0779059
DOC5349 1,1:0.0820751
DOC5350 1,1:0.0719301
DOC5351 1,1:0.0731559
DOC5352 1,1:0.0734665
DOC5353 1,1:0.0831786
DOC5354 1,1:0.0857376
DOC5355 1,1:0.06932
DOC5356 1,1:0.076924
DOC5357 1,1:0.0876682
DOC5358 1,1:0.0821455
DOC5359 1,1:0.0784889
DOC5360 1,1:0.091202
DOC5361 1,1:0.0826749
DOC5362 1,1:0.0811835
DOC5363 1,1:0.0758686
DOC5364 1,1:0.0834869
DOC5365 1,1:0.0952492
DOC5366 1,1:0.0825307
DOC5367 1,1:0.0802589
DOC5368 1,1:0.0816579
DOC5369 1,1:0.0954238
DOC5370 1,1:0.0804314
DOC5371 1,1:0.0745675
DOC5372 1,1:0.0825152
DOC5373 1,1:0.096249
DOC5374 1,1:0.0684807
DOC5375 1,1:0.0737148
DOC5376 1,1:0.0784352
DOC5377 1,1:0.0681836
DOC5378 1,1:0.0901176
DOC5379 1,1:0.0906623
DOC5380 1,1:0.0631409
DOC5381 1,1:0.0807692
DOC5382 1,1:0.0813732
DOC5383 1,1:0.0805814
DOC5384 1,1:0.0735542
DOC5385 1,1:0.0700741
DOC5386 1,1:0.0749409
DOC5387 1,1:0.082959
DOC5388 1,1:0.0759424
DOC5389 1,1:0.0708124
DOC5390 1,1:0.0686802
DOC5391 1,1:0.0825358
DOC5392 1,1:0.0829055
DOC5393 1,1:0.0749992
DOC5394 1,1:0.0848286
DOC5395 1,1:0.0742174
DOC5396 1,1:0.0788777
DOC5397 1,1:0.0805685
DOC5398 1,1:0.0939096
DOC5399 1,1:0.0669728
DOC5400 1,1:0.0750612
DOC5401 1,1:0.0869254
DOC5402 1,1:0.0780544
DOC5403 1,1:0.0844968
DOC5404 1,1:0.0773016
DOC5405 1,1:0.0875226
DOC5406 1,1:0.0761215
DOC5407 1,1:0.0875445
DOC5408 1,1:0.075844
DOC5409 1,1:0.0940722
DOC5410 1,1:0.079655
DOC5411 1,1:0.0678205
DOC5412 1,1:0.0936211
DOC5413 1,1:0.082338
DOC5414 1,1:0.0778902
DOC5415 1,1:0.085149
DOC5416 1,1:0.075646
DOC5417 1,1:0.0715593
DOC5418 1,1:0.0802249
DOC5419 1,1:0.0707409
DOC5420 1,1:0.0902779
DOC5421 1,1:0.0831914
DOC5422 1,1:0.0863057
DOC5423 1,1:0.0777513
DOC5424 1,1:0.0821826
DOC5425 1,1:0.0848544
DOC5426 1,1:0.0887152
DOC5427 1,1:0.0696089
DOC5428 1,1:0.0778101
DOC5429 1,1:0.0793593
DOC5430 1,1:0.0747603
DOC5431 1,1:0.081423
DOC5432 1,1:0.0818131
DOC5433 1,1:0.0779427
DOC5434 1,1:0.0822679
DOC5435 1,1:0.0868587
DOC5436 1,1:0.0871531
DOC5437 1,1:0.0755148
DOC5438 1,1:0.0802809
DOC5439 1,1:0.0684693
DOC5440 1,1:0.0823405
DOC5441 1,1:0.0692605
DOC5442 1,1:0.0793066
DOC5443 1,1:0.0706355
DOC5444 1,1:0.0906152
DOC5445 1,1:0.0841474
DOC5446 1,1:0.0802249
DOC5447 1,1:0.0693435
DOC5448 1,1:0.0738897
DOC5449 1,1:0.109036
DOC5450 1,1:0.0818278
DOC5451 1,1:0.0716841
DOC5452 1,1:0.0856202
DOC5453 1,1:0.0795788
DOC5454 1,1:0.0864545
DOC5455 1,1:0.0794749
DOC5456 1,1:0.0839571
DOC5457 1,1:0.0841057
DOC5458 1,1:0.0877273
DOC5459 1,1:0.0797155
DOC5460 1,1:0.0846688
DOC5461 1,1:0.0859974
DOC5462 1,1:0.0721423
DOC5463 1,1:0.0700409
DOC5464 1,1:0.0887566
DOC5465 1,1:0.0700585
DOC5466 1,1:0.0732063
DOC5467 1,1:0.0805616
DOC5468 1,1:0.0851582
DOC5469 1,1:0.0908659
DOC5470 1,1:0.077563
DOC5471 1,1:0.0814033
DOC5472 1,1:0.0755204
DOC5473 1,1:0.0779351
DOC5474 1,1:0.0906826
DOC5475 1,1:0.0868475
DOC5476 1,1:0.0734284
DOC5477 1,1:0.0682372
DOC5478 1,1:0.0757403
DOC5479 1,1:0.0826368
DOC5480 1,1:0.0907374
DOC5481 1,1:0.0746362
DOC5482 1,1:0.0828964
DOC5483 1,1:0.0955939
DOC5484 1,1:0.091547
DOC5485 1,1:0.0794421
DOC5486 1,1:0.0713438
DOC5487 1,1:0.0847101
DOC5488 1,1:0.086177
DOC5489 1,1:0.090816
DOC5490 1,1:0.0713358
DOC5491 1,1:0.076742
DOC5492 1,1:0.0854682
DOC5493 1,1:0.0855419
DOC5494 1,1:0.0748509
DOC5495 1,1:0.0742743
DOC5496 1,1:0.0849478
DOC5497 1,1:0.068879
DOC5498 1,1:0.0769949
DOC5499 1,1:0.0744407
DOC5500 1,1:0.0852635
DOC5501 1,1:0.0780965
DOC5502 1,1:0.0876321
DOC5503 1,1:0.0726747
DOC5504 1,1:0.0855108
DOC5505 1,1:0.0768512
DOC5506 1,1:0.0801607
DOC5507 1,1:0.0836084
DOC5508 1,1:0.0775808
DOC5509 1,1:0.0806036
DOC5510 1,1:0.083403
DOC5511 1,1:0.0800343
DOC5512 1,1:0.0799007
DOC5513 1,1:0.08589
DOC5514 1,1:0.0861337
DOC5515 1,1:0.0754181
DOC5516 1,1:0.0837024
DOC5517 1,1:0.0786245
DOC5518 1,1:0.0738084
DOC5519 1,1:0.072678
DOC5520 1,1:0.0780233
DOC5521 1,1:0.0858271
DOC5522 1,1:0.0827726
DOC5523 1,1:0.0771834
DOC5524 1,1:0.0927744
DOC5525 1,1:0.0713047
DOC5526 1,1:0.0832511
DOC5527 1,1:0.0859811
DOC5528 1,1:0.0846834
DOC5529 1,1:0.0827485
DOC5530 1,1:0.071596
DOC5531 1,1:0.0796201
DOC5532 1,1:0.0752468
DOC5533 1,1:0.0884957
DOC5534 1,1:0.0816298
DOC5535 1,1:0.0858768
DOC5536 1,1:0.070408
DOC5537 1,1:0.0876489
DOC5538 1,1:0.0860041
DOC5539 1,1:0.0765863
DOC5540 1,1:0.0693903
DOC5541 1,1:0.0751475
DOC5542 1,1:0.0709635
DOC5543 1,1:0.0628283
DOC5544 1,1:0.0771929
DOC5545 1,1:0.0699982
DOC5546 1,1:0.0736686
DOC5547 1,1:0.0836593
DOC5548 1,1:0.0776081
DOC5549 1,1:0.0745337
DOC5550 1,1:0.0731063
DOC5551 1,1:0.0813788
DOC5552 1,1:0.0777903
DOC5553 1,1:0.0903336
DOC5554 1,1:0.0763837
DOC5555 1,1:0.0720969
DOC5556 1,1:0.0828413
DOC5557 1,1:0.0748879
DOC5558 1,1:0.0811651
DOC5559 1,1:0.07654
DOC5560 1,1:0.0827881
DOC5561 1,1:0.0768119
DOC5562 1,1:0.0916442
DOC5563 1,1:0.0692425
DOC5564 1,1:0.0895103
DOC5565 1,1:0.0739532
DOC5566 1,1:0.0791916
DOC5567 1,1:0.0723057
DOC5568 1,1:0.0900645
DOC5569 1,1:0.0827421
DOC5570 1,1:0.0887934
DOC5571 1,1:0.0848072
DOC5572 1,1:0.0707997
DOC5573 1,1:0.0768218
DOC5574 1,1:0.0808021
DOC5575 1,1:0.0740307
DOC5576 1,1:0.0851781
DOC5577 1,1:0.0821818
DOC5578 1,1:0.0716814
DOC5579 1,1:0.0592401
DOC5580 1,1:0.0729583
DOC5581 1,1:0.0704205
DOC5582 1,1:0.0811481
DOC5583 1,1:0.0854459
DOC5584 1,1:0.080728
DOC5585 1,1:0.076767
DOC5586 1,1:0.0838627
DOC5587 1,1:0.0840352
DOC5588 1,1:0.0835082
DOC5589 1,1:0.0804465
DOC5590 1,1:0.0724473
DOC5591 1,1:0.0888051
DOC5592 1,1:0.0818154
DOC5593 1,1:0.0808481
DOC5594 1,1:0.0757167
DOC5595 1,1:0.0858116
DOC5596 1,1:0.0796836
DOC5597 1,1:0.0726965
DOC5598 1,1:0.0849707
DOC5599 1,1:0.0740159
DOC5600 1,1:0.0780839
DOC5601 1,1:0.0719787
DOC5602 1,1:0.0805167
DOC5603 1,1:0.0814784
DOC5604 1,1:0.080783
DOC5605 1,1:0.0870767
DOC5606 1,1:0.0720393
DOC5607 1,1:0.0754603
DOC5608 1,1:0.0765588
DOC5609 1,1:0.0692958
DOC5610 1,1:0.0866012
DOC5611 1,1:0.0761317
DOC5612 1,1:0.0800354
DOC5613 1,1:0.0766077
DOC5614 1,1:0.0833482
DOC5615 1,1:0.0609443
DOC5616 1,1:0.068391
DOC5617 1,1:0.0825016
DOC5618 1,1:0.0784639
DOC5619 1,1:0.078201
DOC5620 1,1:0.0693833
DOC5621 1,1:0.0968248
DOC5622 1,1:0.071472
DOC5623 1,1:0.0749854
DOC5624 1,1:0.0889239
DOC5625 1,1:0.0738658
DOC5626 1,1:0.0832077
DOC5627 1,1:0.0748644
DOC5628 1,1:0.0787571
DOC5629 1,1:0.0869661
DOC5630 1,1:0.0777012
DOC5631 1,1:0.0780713
DOC5632 1,1:0.0902114
DOC5633 1,1:0.0818436
DOC5634 1,1:0.0682666
DOC5635 1,1:0.0813427
DOC5636 1,1:0.0801503
DOC5637 1,1:0.0681368
DOC5638 1,1:0.0740231
DOC5639 1,1:0.0827712
DOC5640 1,1:0.0760843
DOC5641 1,1:0.0798745
DOC5642 1,1:0.0692466
DOC5643 1,1:0.0685636
DOC5644 1,1:0.0936492
DOC5645 1,1:0.0734499
DOC5646 1,1:0.0754257
DOC5647 1,1:0.072545
DOC5648 1,1:0.074027
DOC5649 1,1:0.0883846
DOC5650 1,1:0.0711166
DOC5651 1,1:0.0839498
DOC5652 1,1:0.0800189
DOC5653 1,1:0.0699277
DOC5654 1,1:0.0983071
DOC5655 1,1:0.0726698
DOC5656 1,1:0.0787326
DOC5657 1,1:0.0802363
DOC5658 1,1:0.0886549
DOC5659 1,1:0.080692
DOC5660 1,1:0.0776786
DOC5661 1,1:0.0862091
DOC5662 1,1:0.082207
DOC5663 1,1:0.0948673
DOC5664 1,1:0.0707194
DOC5665 1,1:0.073804
DOC5666 1,1:0.0798738
DOC5667 1,1:0.067193
DOC5668 1,1:0.0743862
DOC5669 1,1:0.0785537
DOC5670 1,1:0.0814352
DOC5671 1,1:0.0841476
DOC5672 1,1:0.0757367
DOC5673 1,1:0.0753799
DOC5674 1,1:0.072347
DOC5675 1,1:0.0806192
DOC5676 1,1:0.080804
DOC5677 1,1:0.0762698
DOC5678 1,1:0.084293
DOC5679 1,1:0.0910005
DOC5680 1,1:0.0791641
DOC5681 1,1:0.0793377
DOC5682 1,1:0.0814645
DOC5683 1,1:0.0962534
DOC5684 1,1:0.0920129
DOC5685 1,1:0.0814197
DOC5686 1,1:0.0913008
DOC5687 1,1:0.0797078
DOC5688 1,1:0.0694623
DOC5689 1,1:0.0628516
DOC5690 1,1:0.0809571
DOC5691 1,1:0.080793
DOC5692 1,1:0.0764586
DOC5693 1,1:0.0726481
DOC5694 1,1:0.0728958
DOC5695 1,1:0.0774996
DOC5696 1,1:0.0761984
DOC5697 1,1:0.0804243
DOC5698 1,1:0.090081
DOC5699 1,1:0.0787001
DOC5700 1,1:0.0789281
DOC5701 1,1:0.0758228
DOC5702 1,1:0.0936196
DOC5703 1,1:0.080123
DOC5704 1,1:0.0884689
DOC5705 1,1:0.0725554
DOC5706 1,1:0.0748659
DOC5707 1,1:0.0731091
DOC5708 1,1:0.0808671
DOC5709 1,1:0.0856158
DOC5710 1,1:0.0931932
DOC5711 1,1:0.0761017
DOC5712 1,1:0.063083
DOC5713 1,1:0.0725162
DOC5714 1,1:0.0802809
DOC5715 1,1:0.0810724
DOC5716 1,1:0.0905589
DOC5717 1,1:0.086659
DOC5718 1,1:0.0775809
DOC5719 1,1:0.0957177
DOC5720 1,1:0.0740733
DOC5721 1,1:0.0901991
DOC5722 1,1:0.0867514
DOC5723 1,1:0.0820343
DOC5724 1,1:0.0841494
DOC5725 1,1:0.0782138
DOC5726 1,1:0.0795592
